index,defWidth,defHeight,defPosx,defPosy,defAngR,timestamp
1,0.0206177007417603,0.001,-0.00947228887895823,0.0336203646663528,-1.46432108038314,24-Nov-2022 09:21:18
2,0.0470342098774474,0.001,-0.0045130058636222,0.0214043797915501,-0.562620059712354,24-Nov-2022 09:21:18
3,0.0615284256235264,0.001,-0.00383408456065684,0.0290284362538901,-0.433420050802888,24-Nov-2022 09:21:18
4,0.00786415745150198,0.001,0.0331000452092131,0.0349926869998753,-1.33551221529305,24-Nov-2022 09:21:18
5,0.0414743561186241,0.001,-0.02521606240368,0.0255410440992563,-1.3783100757092,24-Nov-2022 09:21:18
6,0.0272210185259835,0.001,0.0198874843687281,0.0338513986450996,-1.45162423610665,24-Nov-2022 09:21:18
7,0.0452628102542279,0.001,-0.0279580053135145,0.0361961966590788,0.886149566847218,24-Nov-2022 09:21:18
8,0.0325683912779869,0.001,0.00698493863410496,0.0158030787748357,0.32911942211537,24-Nov-2022 09:21:18
9,0.00511693816307866,0.001,-0.00270015811833767,0.0410797622035923,1.12350383381448,24-Nov-2022 09:21:18
10,0.000769391573131628,0.001,-0.00159482714642443,0.0486762356131042,-1.39172602808902,24-Nov-2022 09:21:18
11,0.0260096862105338,0.001,0.00181640313707749,0.0393301972693584,-1.48278682960405,24-Nov-2022 09:21:18
12,0.00651392149907999,0.001,-0.0335108762920914,0.0475426068106957,1.21717685437721,24-Nov-2022 09:21:19
13,0.00397963232734838,0.001,-0.0135310600676798,0.0393326135686982,-0.920205877176947,24-Nov-2022 09:21:19
14,0.0508209927840662,0.001,-0.0189876396494271,0.0444776261533391,0.0146525844640191,24-Nov-2022 09:21:19
15,0.014241186136879,0.001,0.0273067190499412,0.0436135641328667,-0.181445324231315,24-Nov-2022 09:21:19
16,0.0352247264493826,0.001,-0.0348630078759673,0.0281550495779557,-0.40688118891626,24-Nov-2022 09:21:19
17,0.0390032050894579,0.001,-0.00502178157613739,0.0352662483050937,-0.24045696149233,24-Nov-2022 09:21:19
18,0.0793627023387738,0.001,-0.0101367550561737,0.027493230624797,0.208946424134396,24-Nov-2022 09:21:19
19,0.00295678578080254,0.001,0.0206361505305031,0.0147007850714512,0.0147340202706146,24-Nov-2022 09:21:19
20,0.0144824478482465,0.001,-0.017429011259526,0.0293494795900622,1.03318151947155,24-Nov-2022 09:21:19
21,0.0404694121157729,0.001,0.0236174500863874,0.0248530357106522,0.701171134134233,24-Nov-2022 09:21:19
22,0.00702393534583194,0.001,-0.0349511155544042,0.0218978219106882,1.11638207041517,24-Nov-2022 09:21:19
23,0.0563844980048403,0.001,-0.0265265599461407,0.0290312421773364,0.789032189795692,24-Nov-2022 09:21:19
24,0.019947964194295,0.001,0.0160073730726973,0.0366609784130144,-1.53942482587792,24-Nov-2022 09:21:19
